sex,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,start,end,event,custody_duration,jail_duration_hours,two_year_recid
Male,25 - 45,African-American,0,2,0,0,2,-1.0,1.0,F,arrest case no charge,1,0,2,Low,3,Low,2,124,170,0,5.0,3001.7761111111113,0
Male,Greater than 45,Caucasian,0,1,0,0,0,-1.0,2.0,M,Battery,1,1,1,Low,1,Low,0,0,203,1,3.0,-11.704722222222221,1
Male,Less than 25,African-American,0,8,1,0,6,-19.0,1.0,F,Burglary Unoccupied Dwelling,1,0,8,High,7,Medium,6,0,214,0,9.0,14.335277777777778,1
Male,25 - 45,Hispanic,0,3,0,0,2,-1.0,1.0,F,Kidnapping / Domestic Violence,1,1,3,Low,2,Low,2,1,446,1,2.0,47.48305555555555,1
Female,Less than 25,Hispanic,0,2,0,0,0,-1.0,1.0,M,Battery,0,0,2,Low,4,Low,0,0,780,0,1.0,14.895,0
Female,25 - 45,Caucasian,0,7,0,0,6,-2.0,2.0,F,Possession of Cocaine,1,0,7,Medium,2,Low,6,66,73,1,9.0,1629.8644444444444,1
Male,Greater than 45,African-American,0,1,0,0,5,230.0,233.0,F,Felony/Driving Under Influence,0,0,1,Low,1,Low,5,0,230,0,1.0,28.799166666666668,0
Male,Less than 25,African-American,0,8,0,0,2,0.0,1.0,M,Tresspass Struct/Conveyance,1,0,8,High,6,Medium,2,50,125,0,9.0,1194.3847222222223,1
Male,Greater than 45,African-American,0,1,0,0,12,-22.0,22.0,F,Possession of Cocaine,1,0,1,Low,1,Low,12,0,283,1,38.0,24.055,1
Male,Less than 25,African-American,0,6,0,0,1,-1.0,1.0,M,Battery,1,1,6,Medium,6,Medium,1,1,431,1,2.0,40.52722222222222,1
Male,Greater than 45,African-American,0,2,0,0,1,-1.0,1.0,F,arrest case no charge,0,0,2,Low,3,Low,1,49,1165,0,50.0,1195.435,0
Male,Greater than 45,Caucasian,0,1,0,0,6,0.0,0.0,F,Aggravated Battery / Pregnant,0,0,1,Low,1,Low,6,1,1113,0,1.0,23.96361111111111,0
Female,25 - 45,Caucasian,0,2,0,0,0,-1.0,1.0,M,Battery,0,0,2,Low,1,Low,0,0,1100,0,1.0,29.13138888888889,0
Male,25 - 45,Caucasian,0,3,0,0,5,-20.0,20.0,F,Cruelty to Animals,0,0,3,Low,2,Low,5,0,1106,0,1.0,21.58222222222222,0
Male,25 - 45,African-American,0,4,0,0,0,-1.0,1.0,F,Driving While License Revoked,1,0,4,Low,2,Low,0,0,303,1,1.0,28.305555555555557,1
Male,Greater than 45,Caucasian,0,1,0,0,1,-1.0,1.0,F,Dealing in Stolen Property,0,0,1,Low,1,Low,1,0,1143,0,1.0,20.57,0
Female,25 - 45,African-American,0,3,0,0,2,-1.0,1.0,M,Exposes Culpable Negligence,0,0,3,Low,2,Low,2,1,763,0,2.0,48.0125,0
Male,25 - 45,African-American,0,2,0,0,0,-1.0,1.0,F,Pos Cannabis W/Intent Sel/Del,1,0,2,Low,2,Low,0,0,154,1,69.0,31.05638888888889,1
Male,Less than 25,Other,0,10,0,0,4,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,10,High,10,High,4,1,960,0,2.0,53.425,0
Male,Greater than 45,African-American,0,4,0,0,9,-1.0,1.0,F,Felony Battery w/Prior Convict,1,0,4,Low,2,Low,9,64,861,1,1.0,1559.4591666666668,0
Male,Less than 25,African-American,0,9,1,0,9,-1.0,1.0,M,Operating W/O Valid License,1,0,9,High,5,Medium,9,2,35,0,2.0,74.52916666666667,1
Female,Less than 25,African-American,0,9,1,0,2,-1.0,1.0,F,Aggrav Battery w/Deadly Weapon,0,0,9,High,8,High,2,2,899,0,3.0,71.63305555555556,0
Male,Greater than 45,Hispanic,0,1,0,0,1,-22.0,22.0,M,Possess Cannabis/20 Grams Or Less,0,0,1,Low,1,Low,1,0,1148,0,0.0,0.8705555555555555,0
Female,25 - 45,African-American,0,2,0,0,2,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,2,Low,2,Low,2,0,800,0,1.0,22.004166666666666,0
Male,25 - 45,Other,0,8,0,0,5,-1.0,30.0,M,arrest case no charge,1,0,8,High,3,Low,5,5,493,1,6.0,137.5125,1
Female,25 - 45,Caucasian,0,10,0,0,22,-1.0,1.0,M,Trespass Private Property,1,0,10,High,4,Low,22,26,28,1,198.0,640.4608333333333,1
Male,Greater than 45,African-American,0,1,0,0,0,0.0,1.0,M,Battery,0,0,1,Low,1,Low,0,0,1075,0,0.0,4.925,0
Female,Less than 25,Other,0,4,0,0,2,-1.0,1.0,F,Possession Of Methamphetamine,1,1,4,Low,3,Low,2,0,94,1,33.0,27.850833333333334,1
Female,25 - 45,Caucasian,0,5,0,0,3,-3.0,3.0,F,False Ownership Info/Pawn Item,0,0,5,Medium,1,Low,3,0,574,0,8.0,16.11722222222222,0
Female,25 - 45,Caucasian,0,7,0,0,1,-1.0,1.0,F,Grand Theft in the 3rd Degree,1,0,7,Medium,5,Medium,1,12,228,0,10.0,318.62166666666667,1
Male,25 - 45,Hispanic,0,1,0,0,0,0.0,0.0,M,Assault,0,0,1,Low,1,Low,0,1,1104,0,1.0,25.094722222222224,0
Male,25 - 45,African-American,0,9,0,0,5,-1.0,1.0,F,arrest case no charge,1,1,9,High,6,Medium,5,53,73,1,43.0,1301.3272222222222,1
Male,25 - 45,African-American,0,5,0,0,4,0.0,1.0,F,Aggrav Battery w/Deadly Weapon,0,0,5,Medium,3,Low,4,1,184,0,56.0,26.27611111111111,0
Male,Less than 25,African-American,0,5,0,0,1,-1.0,1.0,M,Lve/Scen/Acc/Veh/Prop/Damage,1,0,5,Medium,7,Medium,1,1,409,1,2.0,48.577777777777776,1
Male,25 - 45,Caucasian,0,5,0,0,5,0.0,0.0,F,Driving While License Revoked,0,0,5,Medium,4,Low,5,0,1083,0,0.0,4.2572222222222225,0
Male,25 - 45,Caucasian,0,1,0,0,0,-1.0,1.0,M,Battery,1,1,1,Low,1,Low,0,0,326,1,1.0,23.739444444444445,1
Male,Less than 25,African-American,0,4,0,0,0,-1.0,1.0,F,Aggravated Assault W/dead Weap,0,0,4,Low,6,Medium,0,2,565,0,243.0,74.24138888888889,0
Male,25 - 45,Caucasian,0,6,0,0,4,-1.0,1.0,M,Viol Injunct Domestic Violence,1,1,6,Medium,3,Low,4,6,39,0,0.0,168.03,1
Male,Greater than 45,African-American,0,5,0,0,11,-1.0,1.0,M,Petit Theft $100- $300,1,0,5,Medium,7,Medium,11,78,639,1,79.0,1902.1630555555555,1
Male,25 - 45,African-American,0,5,0,0,1,-1.0,1.0,F,Pos Cannabis W/Intent Sel/Del,0,0,5,Medium,3,Low,1,0,1177,0,1.0,28.017777777777777,0
Male,25 - 45,African-American,0,2,0,0,12,0.0,0.0,F,Driving While License Revoked,1,0,2,Low,4,Low,12,0,65,1,38.0,3.1325,1
Male,25 - 45,African-American,0,10,1,0,13,-1.0,1.0,F,Possession of Cocaine,1,0,10,High,6,Medium,13,0,360,1,73.0,30.602222222222224,1
Female,25 - 45,Hispanic,0,2,0,0,0,0.0,1.0,M,Burglary Structure Unoccup,0,0,2,Low,1,Low,0,0,1090,0,0.0,3.4402777777777778,0
Male,Greater than 45,African-American,0,6,0,0,15,-1.0,1.0,M,arrest case no charge,1,0,6,Medium,2,Low,15,14,156,0,1.0,356.02805555555557,1
Male,Less than 25,African-American,0,8,0,2,3,-1.0,1.0,F,Grand Theft (Motor Vehicle),1,1,8,High,8,High,3,0,114,1,68.0,23.713333333333335,1
Male,25 - 45,African-American,0,8,0,0,15,0.0,1.0,F,Felony Driving While Lic Suspd,0,0,8,High,3,Low,15,0,395,0,56.0,-4.3933333333333335,0
Male,Greater than 45,Caucasian,0,1,0,0,0,0.0,0.0,M,Resist/Obstruct W/O Violence,0,0,1,Low,1,Low,0,0,865,0,0.0,-1.8241666666666667,0
Male,25 - 45,African-American,0,7,0,0,12,0.0,1.0,F,Unauth C/P/S Sounds>1000/Audio,0,0,7,Medium,5,Medium,12,35,785,0,35.0,833.0588888888889,0
Female,Greater than 45,African-American,0,1,0,0,1,0.0,1.0,F,Possession of Cannabis,0,0,1,Low,1,Low,1,0,875,0,0.0,6.339444444444444,0
Male,Less than 25,Other,0,4,0,0,0,-1.0,1.0,F,Tampering With Physical Evidence,1,0,4,Low,6,Medium,0,0,155,1,1.0,23.36861111111111,1
Female,Less than 25,African-American,0,7,0,0,0,0.0,0.0,F,Possession Of Alprazolam,1,1,7,Medium,6,Medium,0,0,16,1,29.0,2.495833333333333,1
Male,Greater than 45,Caucasian,0,9,0,0,28,-1.0,1.0,F,Corrupt Public Servant,1,0,9,High,3,Low,28,33,38,1,1.0,813.6202777777778,1
Male,25 - 45,African-American,0,5,0,0,7,0.0,1.0,F,Possession of Cocaine,1,0,5,Medium,2,Low,7,0,480,1,0.0,-10.861944444444445,1
Male,Greater than 45,Caucasian,0,5,0,0,4,0.0,0.0,F,Felony Petit Theft,1,1,5,Medium,3,Low,4,1,71,1,48.0,21.625555555555554,1
Female,25 - 45,Hispanic,0,3,0,0,4,0.0,0.0,F,Grand Theft (Motor Vehicle),1,0,3,Low,1,Low,4,5,337,1,5.0,121.7388888888889,1
Male,25 - 45,African-American,3,8,0,0,16,-8.0,8.0,F,arrest case no charge,1,0,8,High,7,Medium,16,0,479,1,34.0,201.54083333333332,1
Female,Less than 25,African-American,0,4,0,0,0,-1.0,1.0,M,Battery,1,1,4,Low,4,Low,0,1,522,0,15.0,39.7525,0
Male,25 - 45,African-American,0,2,0,0,5,-1.0,1.0,F,Possession Burglary Tools,1,0,2,Low,1,Low,5,0,696,1,1.0,23.040277777777778,1
Male,Greater than 45,Caucasian,0,2,0,0,13,-13.0,13.0,F,arrest case no charge,0,0,2,Low,1,Low,13,0,997,0,7.0,166.50472222222223,0
Female,Greater than 45,Caucasian,0,1,0,0,0,-6.0,6.0,F,Aggrav Battery w/Deadly Weapon,0,0,1,Low,1,Low,0,0,842,0,1.0,14.157777777777778,0
Male,Greater than 45,African-American,0,2,0,0,0,-1.0,1.0,F,False Imprisonment,0,0,2,Low,1,Low,0,6,1101,0,7.0,167.10444444444445,0
Female,25 - 45,African-American,0,1,0,0,0,-1.0,1.0,M,Exposes Culpable Negligence,0,0,1,Low,1,Low,0,0,778,0,1.0,27.961666666666666,0
Female,Greater than 45,Caucasian,0,1,0,0,0,0.0,1.0,M,Battery,0,0,1,Low,1,Low,0,2,914,0,2.0,42.42444444444445,0
Male,25 - 45,African-American,0,2,0,0,1,-1.0,1.0,F,Grand Theft in the 3rd Degree,1,0,2,Low,3,Low,1,0,101,1,78.0,22.057222222222222,1
Male,Less than 25,African-American,0,5,0,0,0,-1.0,1.0,F,Possession of Cocaine,1,1,5,Medium,5,Medium,0,0,251,1,210.0,14.619444444444444,1
Female,25 - 45,Caucasian,0,1,0,0,0,0.0,0.0,M,Battery,1,1,1,Low,1,Low,0,0,493,0,0.0,6.448611111111111,1
Male,25 - 45,Caucasian,0,2,0,0,1,-1.0,1.0,M,Battery,0,0,2,Low,2,Low,1,34,1175,0,35.0,845.7455555555556,0
Male,25 - 45,Asian,0,1,0,0,0,-1.0,1.0,F,Battery on a Person Over 65,0,0,1,Low,2,Low,0,0,1131,0,1.0,20.964444444444446,0
Male,Less than 25,Caucasian,0,2,0,0,0,-1.0,1.0,F,Pos Cannabis W/Intent Sel/Del,0,0,2,Low,3,Low,0,0,1097,0,1.0,17.535,0
Male,25 - 45,African-American,0,8,0,0,7,-1.0,1.0,M,Battery,1,1,8,High,3,Low,7,0,185,1,36.0,21.273888888888887,1
Female,Less than 25,Caucasian,0,4,0,0,0,-2.0,2.0,F,Possession Of Heroin,0,0,4,Low,5,Medium,0,0,912,0,1.0,18.302222222222223,0
Female,Greater than 45,African-American,0,1,0,0,0,-1.0,1.0,F,Felony Petit Theft,0,0,1,Low,1,Low,0,0,876,0,1.0,14.619722222222222,0
Male,25 - 45,African-American,0,7,0,1,8,0.0,1.0,M,arrest case no charge,1,1,7,Medium,5,Medium,8,1,170,1,2.0,16.04611111111111,1
Male,25 - 45,Hispanic,0,2,0,0,1,-1.0,1.0,F,Pos Cannabis W/Intent Sel/Del,1,0,2,Low,1,Low,1,0,565,1,1.0,18.74138888888889,1
Male,25 - 45,African-American,0,10,1,1,8,197.0,0.0,F,Possession of Cocaine,1,0,10,High,9,High,8,0,197,0,4.0,99.64083333333333,1
Male,25 - 45,Caucasian,0,2,0,0,5,0.0,0.0,F,Driving While License Revoked,0,0,2,Low,3,Low,5,0,888,0,0.0,6.495277777777778,0
Female,25 - 45,African-American,0,3,0,0,5,-1.0,1.0,F,Neglect Child / No Bodily Harm,0,0,3,Low,3,Low,5,0,863,0,1.0,21.080555555555556,0
Male,25 - 45,African-American,0,6,0,0,1,-1.0,1.0,M,Battery,1,0,6,Medium,5,Medium,1,98,529,1,99.0,2385.6444444444446,1
Male,25 - 45,Caucasian,0,2,0,0,1,-1.0,0.0,F,arrest case no charge,0,0,2,Low,1,Low,1,0,847,0,1.0,25.76527777777778,0
Male,Greater than 45,African-American,0,4,0,0,13,64.0,279.0,F,Possession of Cocaine,1,0,4,Low,2,Low,13,0,64,0,66.0,1589.6794444444445,1
Male,25 - 45,Caucasian,0,4,0,0,2,0.0,1.0,F,Carrying Concealed Firearm,0,0,4,Low,7,Medium,2,2,841,0,27.0,38.49527777777778,0
Female,25 - 45,African-American,0,5,0,0,1,-1.0,1.0,F,arrest case no charge,0,0,5,Medium,4,Low,1,0,800,0,1.0,27.366666666666667,0
Female,25 - 45,Caucasian,0,6,1,0,11,-1.0,1.0,F,Felony Petit Theft,1,0,6,Medium,3,Low,11,0,316,1,1.0,27.35472222222222,1
Male,Less than 25,African-American,0,4,1,0,3,-1.0,1.0,F,Grand Theft in the 3rd Degree,1,0,4,Low,6,Medium,3,0,8,1,33.0,29.657777777777778,1
Male,25 - 45,Caucasian,0,3,0,0,0,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,3,Low,2,Low,0,1,272,0,7.0,46.602222222222224,0
Male,Greater than 45,Caucasian,0,1,0,0,1,-2.0,2.0,F,Possession Of Alprazolam,1,1,1,Low,1,Low,1,0,78,0,38.0,14.586388888888889,1
Female,25 - 45,Hispanic,0,2,0,0,0,-1.0,1.0,M,Battery,0,0,2,Low,1,Low,0,0,801,0,1.0,24.878055555555555,0
Female,Less than 25,African-American,0,2,0,0,0,-1.0,1.0,M,Battery,0,0,2,Low,3,Low,0,0,761,0,1.0,29.9575,0
Male,25 - 45,African-American,1,6,2,0,6,0.0,0.0,F,Crim Use of Personal ID Info,1,0,6,Medium,8,High,6,1,681,1,1.0,20.29861111111111,1
Male,Less than 25,Other,0,3,0,0,0,-1.0,1.0,F,Uttering a Forged Instrument,1,0,3,Low,5,Medium,0,0,48,1,32.0,28.913055555555555,1
Male,Less than 25,African-American,0,9,0,2,1,-1.0,1.0,M,arrest case no charge,1,0,9,High,9,High,1,5,104,0,185.0,148.93305555555557,1
Female,Less than 25,Hispanic,0,4,1,0,2,-1.0,1.0,M,Battery,0,0,4,Low,6,Medium,2,0,921,0,1.0,32.308055555555555,0
Female,25 - 45,African-American,0,7,0,0,5,-1.0,1.0,F,Aggravated Assault W/Dead Weap,0,0,7,Medium,5,Medium,5,186,916,0,1378.0,4480.892222222222,0
Male,Less than 25,Caucasian,1,3,0,0,1,-1.0,1.0,F,arrest case no charge,1,0,3,Low,6,Medium,1,0,32,1,1.0,20.355,1
Male,Greater than 45,Caucasian,0,1,0,0,3,-3.0,4.0,M,Battery,0,0,1,Low,1,Low,3,0,1052,0,2.0,50.675555555555555,0
Male,25 - 45,Caucasian,0,4,0,0,4,0.0,0.0,F,Tamper With Witness/Victim/CI,1,1,4,Low,3,Low,4,3,13,1,72.0,67.86861111111111,1
Male,25 - 45,Other,0,1,0,0,2,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,1,Low,1,Low,2,0,736,0,1.0,20.626944444444444,0
Male,Less than 25,Caucasian,1,9,3,2,5,-31.0,31.0,M,arrest case no charge,1,0,9,High,9,High,5,0,130,0,8.0,685.8941666666667,1
Male,25 - 45,Hispanic,0,8,0,0,2,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,8,High,6,Medium,2,2,858,0,3.0,77.20944444444444,0
Male,Less than 25,Hispanic,0,5,0,0,2,-1.0,1.0,F,arrest case no charge,1,0,5,Medium,4,Low,2,58,143,0,6.0,1414.8802777777778,1
Male,Less than 25,African-American,0,5,0,2,1,-1.0,1.0,F,Obstruct Officer W/Violence,1,0,5,Medium,5,Medium,1,0,10,0,0.0,25.39611111111111,1
Male,Greater than 45,African-American,0,1,0,0,0,-1.0,1.0,M,Battery,1,0,1,Low,1,Low,0,0,720,1,1.0,26.435555555555556,1
Male,Greater than 45,African-American,0,5,0,0,12,-1.0,1.0,F,Possession of Cocaine,1,0,5,Medium,4,Low,12,1,4,1,2.0,40.382222222222225,1
Male,25 - 45,Caucasian,0,4,0,0,1,-1.0,1.0,M,DUI Property Damage/Injury,0,0,4,Low,3,Low,1,1,829,0,2.0,39.90888888888889,0
Female,Greater than 45,Caucasian,0,4,0,0,8,-26.0,26.0,M,Felony Battery w/Prior Convict,1,0,4,Low,2,Low,8,0,99,1,12.0,570.0472222222222,1
Male,Less than 25,African-American,0,6,1,2,2,561.0,394.0,M,Cause Anoth Phone Ring Repeat,0,0,6,Medium,7,Medium,2,0,561,0,0.0,6.9816666666666665,0
Female,25 - 45,African-American,0,4,0,0,0,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,4,Low,4,Low,0,0,628,0,0.0,22.235555555555557,0
Male,Greater than 45,Caucasian,0,1,0,0,1,-14.0,14.0,F,arrest case no charge,1,0,1,Low,1,Low,1,0,430,1,1.0,117.91555555555556,1
Female,Greater than 45,African-American,0,4,0,0,6,-1.0,1.0,F,Felony Petit Theft,0,0,4,Low,1,Low,6,0,851,0,1.0,31.316944444444445,0
Male,25 - 45,Caucasian,0,7,0,0,4,-1.0,1.0,M,Battery,1,1,7,Medium,7,Medium,4,26,263,1,27.0,643.3091666666667,1
Male,25 - 45,Caucasian,0,3,0,0,0,-1.0,1.0,F,Grand Theft in the 3rd Degree,1,1,3,Low,2,Low,0,0,771,0,7.0,20.476111111111113,0
Male,25 - 45,African-American,0,9,0,0,9,-1.0,1.0,F,arrest case no charge,1,0,9,High,8,High,9,412,547,1,48.0,2033.7286111111111,1
Male,Greater than 45,Caucasian,0,4,0,0,2,-7.0,7.0,F,Possession of Cocaine,0,0,4,Low,1,Low,2,0,189,0,7.0,147.19861111111112,0
Male,Greater than 45,African-American,0,8,0,1,12,-1.0,1.0,F,Felony Driving While Lic Suspd,1,1,8,High,3,Low,12,0,640,1,34.0,16.148333333333333,1
Male,25 - 45,Caucasian,0,3,0,0,1,-23.0,24.0,F,arrest case no charge,0,0,3,Low,3,Low,1,0,933,0,0.0,-5.295277777777778,0
Male,25 - 45,Other,0,2,0,0,0,-1.0,1.0,F,Felony Battery,1,1,2,Low,4,Low,0,19,108,1,76.0,485.45666666666665,1
Female,25 - 45,African-American,0,2,0,0,2,-1.0,1.0,F,Aggravated Assault W/Dead Weap,1,0,2,Low,2,Low,2,0,7,1,1.0,21.25611111111111,1
Male,25 - 45,Hispanic,0,1,0,0,2,367.0,79.0,F,arrest case no charge,1,1,1,Low,2,Low,2,0,361,1,1.0,21.760277777777777,1
Male,25 - 45,Caucasian,0,2,0,0,1,-1.0,1.0,F,arrest case no charge,1,1,2,Low,3,Low,1,0,747,1,62.0,20.252777777777776,0
Male,Greater than 45,Caucasian,0,1,0,0,0,0.0,1.0,M,Driving Under The Influence,0,0,1,Low,1,Low,0,0,1110,0,0.0,-9.944444444444445,0
Male,25 - 45,African-American,0,7,0,0,0,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,7,Medium,4,Low,0,0,594,0,120.0,23.289166666666667,0
Male,25 - 45,Caucasian,0,3,0,1,1,-1.0,1.0,F,Uttering a Forged Instrument,0,0,3,Low,3,Low,1,0,170,0,1.0,22.240833333333335,0
Male,25 - 45,African-American,1,9,0,0,3,-1.0,1.0,F,Att Burgl Unoccupied Dwel,1,0,9,High,6,Medium,3,0,503,1,1434.0,22.980555555555554,1
Female,Greater than 45,Caucasian,0,5,0,0,6,-1.0,1.0,F,Possession of Cocaine,1,0,5,Medium,1,Low,6,10,246,0,110.0,259.7522222222222,1
Male,Less than 25,African-American,0,9,1,0,1,-1.0,1.0,F,Att Burgl Unoccupied Dwel,1,1,9,High,8,High,1,0,374,1,456.0,10945.068611111112,1
Male,Less than 25,African-American,0,4,0,0,0,-1.0,1.0,F,Resist Officer w/Violence,0,0,4,Low,6,Medium,0,0,846,0,1.0,14.35388888888889,0
Female,25 - 45,African-American,0,5,0,0,1,0.0,1.0,F,Fraudulent Use of Credit Card,1,0,5,Medium,4,Low,1,0,351,1,0.0,4.219444444444444,1
Female,Greater than 45,African-American,0,1,0,0,0,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,1,Low,1,Low,0,0,767,0,1.0,23.814722222222223,0
Female,Greater than 45,Caucasian,0,1,0,0,0,-1.0,1.0,M,Driving Under The Influence,0,0,1,Low,1,Low,0,0,785,0,0.0,4.3838888888888885,0
Male,Greater than 45,African-American,0,1,0,0,0,-1.0,1.0,M,DUI Property Damage/Injury,0,0,1,Low,1,Low,0,1,865,0,2.0,46.426944444444445,0
Male,Less than 25,African-American,0,7,0,0,0,-1.0,1.0,M,Battery,0,0,7,Medium,7,Medium,0,2,1113,0,3.0,72.20611111111111,0
Male,25 - 45,African-American,0,1,0,0,0,0.0,1.0,F,Aggravated Battery,0,0,1,Low,1,Low,0,1,1136,0,1.0,25.647222222222222,0
Male,Greater than 45,African-American,0,1,0,0,0,-1.0,1.0,F,Criminal Mischief,1,0,1,Low,1,Low,0,1,125,1,2.0,55.60138888888889,1
Male,25 - 45,African-American,1,9,0,0,10,-1.0,1.0,F,Possession Of Alprazolam,1,1,9,High,4,Low,10,0,63,1,126.0,18.513333333333332,1
Male,25 - 45,Hispanic,0,2,0,0,1,0.0,1.0,F,Poss Unlaw Issue Driver Licenc,1,0,2,Low,2,Low,1,0,484,1,45.0,-11.227222222222222,1
Male,Greater than 45,African-American,0,1,0,0,1,-1.0,1.0,F,Tampering With Physical Evidence,0,0,1,Low,1,Low,1,0,767,0,1.0,23.16638888888889,0
Male,25 - 45,Caucasian,0,4,0,0,1,-39.0,40.0,F,Burglary Unoccupied Dwelling,1,0,4,Low,6,Medium,1,0,80,0,19.0,806.0577777777778,1
Male,Less than 25,African-American,0,9,0,0,15,-31.0,31.0,F,arrest case no charge,1,1,9,High,9,High,15,0,36,0,119.0,110.57444444444444,1
Male,25 - 45,African-American,0,3,0,0,2,-1.0,1.0,F,Aggrav Battery w/Deadly Weapon,1,1,3,Low,1,Low,2,2,355,1,3.0,64.48861111111111,1
Female,Less than 25,African-American,0,8,0,0,0,-6.0,6.0,F,Poss of Methylethcathinone,0,0,8,High,8,High,0,0,178,0,1.0,20.459444444444443,0
Male,25 - 45,African-American,0,5,0,0,0,-1.0,1.0,F,Pos Cannabis W/Intent Sel/Del,0,0,5,Medium,3,Low,0,2,1155,0,3.0,72.525,0
Male,25 - 45,Caucasian,0,9,0,0,5,0.0,0.0,F,Possession of Cocaine,1,0,9,High,3,Low,5,55,363,1,55.0,1322.6177777777777,1
Male,Greater than 45,African-American,0,1,0,0,0,-1.0,1.0,F,Failure To Return Hired Vehicle,0,0,1,Low,1,Low,0,0,103,0,37.0,26.28472222222222,0
Male,25 - 45,African-American,0,2,0,0,2,-1.0,1.0,F,Burglary Unoccupied Dwelling,1,0,2,Low,3,Low,2,8,545,0,11.0,213.99388888888888,0
Male,Less than 25,Caucasian,0,2,0,1,1,-1.0,1.0,M,DUI Property Damage/Injury,0,0,2,Low,3,Low,1,0,861,0,1.0,21.4975,0
Female,Greater than 45,Other,0,1,0,0,0,-1.0,1.0,F,Aggravated Assault W/dead Weap,0,0,1,Low,1,Low,0,2,1041,0,3.0,72.71277777777777,0
Male,25 - 45,Caucasian,0,2,0,0,1,-1.0,1.0,M,Driving License Suspended,1,0,2,Low,2,Low,1,0,19,1,1.0,21.37638888888889,1
Male,25 - 45,Hispanic,0,2,0,0,0,0.0,1.0,F,Grand Theft in the 3rd Degree,1,0,2,Low,3,Low,0,0,396,1,1.0,4.1258333333333335,1
Male,Greater than 45,Hispanic,0,4,0,0,2,-1.0,1.0,F,Felony Petit Theft,1,0,4,Low,1,Low,2,2,82,0,174.0,73.06888888888889,1
Male,25 - 45,African-American,0,2,0,0,0,-1.0,1.0,F,Felony Batt(Great Bodily Harm),0,0,2,Low,3,Low,0,1,1041,0,2.0,48.94416666666667,0
Male,25 - 45,Hispanic,0,1,0,0,1,-38.0,1364.0,M,Petit Theft $100- $300,0,0,1,Low,1,Low,1,0,364,0,50.0,713.9908333333333,0
Female,25 - 45,Caucasian,0,5,0,0,1,0.0,0.0,M,Battery,1,0,5,Medium,2,Low,1,0,511,0,0.0,3.7866666666666666,1
Male,25 - 45,African-American,0,5,0,0,0,-1.0,1.0,F,Uttering a Forged Instrument,1,0,5,Medium,4,Low,0,1,313,1,118.0,47.29694444444444,1
Male,25 - 45,Caucasian,0,4,0,0,3,225.0,167.0,F,Burglary Unoccupied Dwelling,0,0,4,Low,3,Low,3,0,225,0,70.0,1681.0955555555556,0
Male,25 - 45,African-American,0,7,0,0,21,-6.0,6.0,M,Viol Pretrial Release Dom Viol,1,0,7,Medium,6,Medium,21,0,609,1,6.0,147.35833333333332,1
Male,Less than 25,Caucasian,0,3,0,1,0,-1.0,1.0,M,Burglary Structure Unoccup,0,0,3,Low,5,Medium,0,0,822,0,1.0,20.406388888888888,0
Female,25 - 45,Caucasian,0,1,0,1,0,-1.0,2.0,M,Battery,0,0,1,Low,1,Low,0,0,1132,0,1.0,25.4975,0
Male,Less than 25,African-American,0,4,0,0,1,0.0,0.0,F,Tampering With Physical Evidence,1,0,4,Low,5,Medium,1,0,248,1,1.0,4.5088888888888885,1
Male,Greater than 45,African-American,0,1,0,0,3,0.0,0.0,F,Possession of Cocaine,0,0,1,Low,1,Low,3,0,904,0,0.0,7.864722222222222,0
Male,Less than 25,African-American,0,10,0,1,2,-1.0,1.0,F,Resist Officer w/Violence,1,0,10,High,8,High,2,128,227,1,2155.0,3099.027777777778,1
Male,25 - 45,Caucasian,0,3,0,0,2,-1.0,1.0,F,Possession Of Amphetamine,0,0,3,Low,2,Low,2,0,777,0,1.0,24.46361111111111,0
Female,25 - 45,African-American,0,1,0,0,3,-1.0,1.0,F,arrest case no charge,0,0,1,Low,1,Low,3,28,938,0,29.0,697.1841666666667,0
Male,25 - 45,African-American,0,7,0,0,0,-2.0,3.0,M,Susp Drivers Lic 1st Offense,1,0,7,Medium,7,Medium,0,0,68,0,1.0,0.15944444444444444,1
Male,25 - 45,Caucasian,0,5,0,0,3,-1.0,1.0,M,Battery,1,0,5,Medium,2,Low,3,1,337,0,17.0,45.78888888888889,1
Male,Less than 25,African-American,0,8,0,0,0,-1.0,1.0,M,Battery,1,1,8,High,8,High,0,1,556,1,1.0,43.97222222222222,1
Female,25 - 45,African-American,0,4,0,0,3,-1.0,1.0,M,Battery,0,0,4,Low,3,Low,3,1,1155,0,2.0,49.00944444444445,0
Male,25 - 45,African-American,0,8,0,0,4,-102.0,1.0,F,Pos Cannabis W/Intent Sel/Del,1,0,8,High,5,Medium,4,0,140,1,1.0,18.35388888888889,1
